0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:broadcast	0
1	:ok	:broadcast	0
0	:invoke	:read	nil
0	:ok	:read	[]
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
1	:invoke	:broadcast	2
1	:ok	:broadcast	2
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:read	nil
0	:ok	:read	[2 3 0 1]
1	:invoke	:read	nil
1	:ok	:read	[0 1 2]
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
1	:invoke	:broadcast	6
1	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[6 2 5 3 0 1 4]
0	:invoke	:read	nil
0	:ok	:read	[6 2 5 3 0 1 4]
1	:invoke	:broadcast	7
1	:ok	:broadcast	7
0	:invoke	:read	nil
0	:ok	:read	[6 2 5 3 0 1 4]
0	:invoke	:read	nil
0	:ok	:read	[6 7 2 5 3 0 1 4]
1	:invoke	:broadcast	8
1	:ok	:broadcast	8
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
1	:invoke	:broadcast	11
1	:ok	:broadcast	11
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 7 2 9 10 12 8 6 3 0]
1	:invoke	:read	nil
1	:ok	:read	[4 2 0 1 7 3 9 11 5 6 10 12 8]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 7 2 9 10 12 13 8 6 3 0]
1	:invoke	:read	nil
1	:ok	:read	[4 2 0 1 7 3 9 11 13 5 6 10 12 8]
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
1	:invoke	:read	nil
1	:ok	:read	[4 2 0 1 14 7 3 9 11 13 5 6 10 12 8]
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 15 7 2 9 10 12 13 8 6 3 0]
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
1	:invoke	:read	nil
1	:ok	:read	[15 4 2 0 1 14 7 3 9 11 13 5 6 10 12 16 8]
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 16 15 7 2 9 10 12 13 8 6 3 0]
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
1	:invoke	:read	nil
1	:ok	:read	[15 4 2 0 1 14 7 3 9 11 13 5 6 10 12 16 8]
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 16 17 15 7 2 9 10 12 13 8 6 3 0]
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 16 17 15 7 2 9 10 12 13 8 6 3 0]
1	:invoke	:read	nil
1	:ok	:read	[15 4 2 0 1 14 7 3 9 11 13 5 6 10 12 16 17 8]
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 16 17 15 7 2 9 10 12 13 8 6 3 0]
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 16 17 15 7 2 9 10 12 13 8 6 3 0]
1	:invoke	:broadcast	18
1	:ok	:broadcast	18
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 16 17 15 7 2 9 10 12 13 8 6 3 0]
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 16 17 15 7 2 9 10 12 13 8 6 3 0]
1	:invoke	:read	nil
1	:ok	:read	[15 4 2 0 1 14 7 3 18 9 11 13 5 6 10 12 16 17 8]
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:read	nil
0	:ok	:read	[1 4 5 11 14 16 17 15 18 19 7 2 9 10 12 13 8 6 3 0]
1	:invoke	:read	nil
1	:ok	:read	[2 6 10 16 17 8 15 4 0 1 14 7 3 18 9 11 13 19 5 12]
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:read	nil
0	:ok	:read	[15 9 2 10 16 12 3 0 1 4 17 5 18 19 7 20 14 13 8 11 6]
1	:invoke	:read	nil
