0	:invoke	:broadcast	0
0	:ok	:broadcast	0
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[1 0]
0	:invoke	:read	nil
0	:ok	:read	[1 0]
0	:invoke	:read	nil
0	:ok	:read	[1 0]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:read	nil
0	:ok	:read	[1 2 3 0]
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:read	nil
0	:ok	:read	[1 2 4 3 0]
0	:invoke	:read	nil
0	:ok	:read	[1 2 4 3 0]
0	:invoke	:read	nil
0	:ok	:read	[1 2 4 3 0]
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
0	:invoke	:read	nil
0	:ok	:read	[1 2 4 5 3 0]
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[1 2 4 6 5 3 0]
0	:invoke	:read	nil
0	:ok	:read	[1 2 4 6 5 3 0]
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:read	nil
0	:ok	:read	[5 3 0 1 2 7 6 4]
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:read	nil
0	:ok	:read	[8 5 3 0 1 2 7 6 4]
0	:invoke	:read	nil
0	:ok	:read	[8 5 3 0 1 2 7 6 4]
0	:invoke	:read	nil
0	:ok	:read	[8 5 3 0 1 2 7 6 4]
0	:invoke	:read	nil
0	:ok	:read	[8 5 3 0 1 2 7 6 4]
0	:invoke	:read	nil
0	:ok	:read	[8 5 3 0 1 2 7 6 4]
0	:invoke	:read	nil
0	:ok	:read	[8 5 3 0 1 2 7 6 4]
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[8 12 5 3 0 1 2 7 6 9 10 11 4]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:read	nil
0	:ok	:read	[8 12 13 5 3 0 1 2 7 6 9 10 11 4]
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 8 12 13 5 3 0 1 2 7 6 14 4]
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 8 12 13 5 3 0 1 2 7 6 14 4]
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 8 12 13 5 3 0 1 2 7 6 14 15 4]
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 8 12 13 5 3 0 1 2 7 6 14 15 4]
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 8 12 13 5 3 0 1 2 7 6 14 15 4]
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 8 12 13 5 3 0 1 2 7 6 14 15 4]
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[9 10 11 16 8 12 13 5 3 0 1 2 7 6 14 15 17 4]
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:read	nil
0	:ok	:read	[18 9 10 11 16 8 12 13 5 3 0 1 2 7 6 14 15 17 4]
0	:invoke	:read	nil
0	:ok	:read	[18 9 10 11 16 8 12 13 5 3 0 1 2 7 6 14 15 17 4]
0	:invoke	:read	nil
0	:ok	:read	[18 9 10 11 16 8 12 13 5 3 0 1 2 7 6 14 15 17 4]
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:read	nil
0	:ok	:read	[18 9 10 11 16 19 20 8 12 13 5 3 0 1 2 7 6 14 15 17 4]
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
0	:invoke	:read	nil
0	:ok	:read	[18 21 22 9 10 11 16 19 20 8 12 13 5 3 0 1 2 7 6 14 15 17 4]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:broadcast	24
0	:ok	:broadcast	24
0	:invoke	:broadcast	25
0	:ok	:broadcast	25
0	:invoke	:read	nil
0	:ok	:read	[18 21 22 23 9 10 11 16 19 20 24 25 8 12 13 5 3 0 1 2 7 6 14 15 17 4]
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
0	:invoke	:broadcast	28
0	:ok	:broadcast	28
0	:invoke	:read	nil
0	:ok	:read	[9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:broadcast	29
0	:ok	:broadcast	29
0	:invoke	:broadcast	30
0	:ok	:broadcast	30
0	:invoke	:broadcast	31
0	:ok	:broadcast	31
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 10 11 19 20 24 13 18 28 17 0 1 23 6]
0	:invoke	:broadcast	32
0	:ok	:broadcast	32
0	:invoke	:broadcast	33
0	:ok	:broadcast	33
0	:invoke	:broadcast	34
0	:ok	:broadcast	34
0	:invoke	:broadcast	35
0	:ok	:broadcast	35
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 23 6]
0	:invoke	:broadcast	36
0	:ok	:broadcast	36
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 36 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 36 23 6]
0	:invoke	:broadcast	37
0	:ok	:broadcast	37
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 37 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 36 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 37 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 36 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 37 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 36 23 6]
0	:invoke	:read	nil
0	:ok	:read	[30 29 9 32 16 37 25 8 21 22 12 5 3 14 2 27 7 26 15 31 4 34 35 10 11 19 20 24 13 18 28 17 33 0 1 36 23 6]
0	:invoke	:broadcast	38
0	:ok	:broadcast	38
0	:invoke	:read	nil
